[2025-04-27 16:50:28] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/average
[2025-04-27 16:52:19] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2025-04-27 16:52:19] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2025-04-27 16:52:19] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:19] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:19] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:19] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement
[2025-04-27 16:52:19] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/average
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/animate.min.css
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/style.min.css
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-datetimepicker/bootstrap-datetimepicker.css
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/popper.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/perfect-scrollbar.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.cookie.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-notify.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/index.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/main.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/Chart.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-maxlength/bootstrap-maxlength.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-tagsinput/jquery.tagsinput.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/bootstrap-table.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/export/bootstrap-table-export.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/tableExport.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/locale/bootstrap-table-zh-CN.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-treegrid/jquery.treegrid.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/moment.js/moment.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/moment.js/locale/zh-cn.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-datetimepicker/bootstrap-datetimepicker.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/average
[2025-04-27 16:52:31] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:34] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/average?year=2024-2025&semester=2
[2025-04-27 16:52:34] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:39] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement_search?year=2024-2025&semester=2&student_no=20240103
[2025-04-27 16:52:39] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:50] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement_search?year=2024-2025&semester=2&student_no=20240103
[2025-04-27 16:52:50] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:54] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement_search?year=2024-2025&semester=2&student_no=20180516
[2025-04-27 16:52:54] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.css
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/animate.min.css
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/style.min.css
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/popper.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/perfect-scrollbar.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.cookie.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-notify.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/index.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/main.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/Chart.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-maxlength/bootstrap-maxlength.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-tagsinput/jquery.tagsinput.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/export/bootstrap-table-export.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/tableExport.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/locale/bootstrap-table-zh-CN.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/bootstrap-table.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-treegrid/jquery.treegrid.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement
[2025-04-27 16:52:59] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/dashboard
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/animate.min.css
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/style.min.css
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/images/logo-sidebar.png
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/popper.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/perfect-scrollbar.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.cookie.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/Chart.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/index.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/main.min.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/welcome
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/styles.css
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/login
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/images/index-background2.jpg
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/favicon.ico
[2025-04-27 16:53:00] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/materialdesignicons.min.css
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/bootstrap.min.css
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.css
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.css
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/style.min.css
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/css/animate.min.css
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/popper.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/perfect-scrollbar.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery.cookie.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-notify.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-multitabs/multitabs.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/index.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/Chart.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/main.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-maxlength/bootstrap-maxlength.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-tagsinput/jquery.tagsinput.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-confirm/jquery-confirm.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/bootstrap-table.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/tableExport.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/export/bootstrap-table-export.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/locale/bootstrap-table-zh-CN.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/jquery-treegrid/jquery.treegrid.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/static/js/myutils.js
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement
[2025-04-27 16:53:02] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:05] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/major_list?student_no=20180516
[2025-04-27 16:53:05] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:05] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/user?student_no=20180516
[2025-04-27 16:53:05] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:07] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/course?major=神学硕士
[2025-04-27 16:53:07] | DEBUG | app.py:print_request_info:59 | 接口请求数据:
[2025-04-27 16:53:17] | DEBUG | app.py:print_request_info:52 | 接口请求地址:http://127.0.0.1:8888/achievement/add
[2025-04-27 16:53:17] | DEBUG | app.py:print_request_info:59 | 接口请求数据:{"courseName":"改革宗神学专题","studentNo":"20180516","year":"2024-2025","semester":"2","score":91}
